Term,CRN,Subject,Course Number,TITLE,CREDIT_HOURS,Type,LOC,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Primary Instructor
Fall 2016,10959,PHL,222.105,Critical Thinking,3,LEC,HUM 206,,T,,R,,,,"Rodkey, Christopher"
Fall 2016,10960,MLE,494.801,Prof Practicum,2,LEC,LS 127,M,,,,,,,"Staff, "
Fall 2016,10961,ART,296.102,Publication Design,3,LEC,WOLF 412,,T,,R,,,,"Patterson, Troy"
Fall 2016,10962,PHL,222.106,Critical Thinking,3,LEC,CH 304,,T,,R,,,,"Langseth, Jonathan"
Fall 2016,10963,ART,339.801,Motion Graphics,3,LEC,WOLF 412,M,,W,,,,,"Filippone, Stacey"
Fall 2016,10964,PHL,222.107,Critical Thinking,3,LEC,CH 304,,T,,R,,,,"Langseth, Jonathan"
Fall 2016,10965,ART,340.801,Web Design I,3,LEC,WOLF 412,,T,,R,,,,"Staff, "
Fall 2016,10966,NUR,314.101,Research/Nurs PR,3,LEC,DHL 123,M,,W,,,,,"Marino, Margaret"
Fall 2016,10967,PHL,223.101,Contemp Moral Prob,3,LEC,CH 232,,T,,R,,,,"Sharif, Rafi"
Fall 2016,10968,ART,345.801,Photography III,3,LEC,WOLF 103,M,,W,,,,,"Staff, "
Fall 2016,10969,SE,495.101,Student Teaching,10,PRA,SCHOOL DIST,,,,,,,,"Glusco, Amy"
Fall 2016,10970,PHL,224.101,Being Human,3,LEC,HUM 127,,T,,R,,,,"Weiss, Dennis"
Fall 2016,10971,NUR,314.102,Research/Nurs PR,3,LEC,DHL 124,,T,,R,,,,"Staff, "
Fall 2016,10972,ART,385.801,Photography IV,3,LEC,WOLF 107,M,,W,,,,,"Staff, "
Fall 2016,10973,SPE,106.801,Field Exp Stage 3D,1,PRA,LS 128,,T,,,,,,"Hamme, Robin"
Fall 2016,10974,NUR,321.801,Trans Concepts/RN,3,LEC,DHL 123,M,,,,,,,"Schneider, Melissa"
Fall 2016,10975,ART,390.801,Art/Classicl  World,3,LEC,WOLF 316,,,W,,,,,"Cassar, Joseph"
Fall 2016,10976,NUR,331.801,Comp/Alternative App,3,LEC,DHL 144,,,W,,,,,"Staff, "
Fall 2016,10977,ART,391.101,19th Century Art,3,LEC,WOLF 316,M,,W,,F,,,"Hemzik, Pamela"
Fall 2016,10978,SPE,108.801,Field Exp Stage 3F,1,PRA,LS 128,,T,,,,,,"Hamme, Robin"
Fall 2016,10979,ART,397.801,Art/Rec:Beyond A/C,3,LEC,WOLF 102,,T,,,,,,"Lorence, Marian"
Fall 2016,10980,NUR,340.101,Adults/Chronic Hlth,6,LEC,DHL 143,M,,W,,,,,"Masters, Kelli"
Fall 2016,10981,ART,399.101,Selected Topics,3,LEC,WOLF 318,M,,W,,,,,"Rodgers, Melanie"
Fall 2016,10982,ART,432.101,Senior Design Studio,3,LEC,WOLF 318,M,,W,,,,,"Rodgers, Melanie"
Fall 2016,10983,NUR,340.102,Adults/Chronic Hlth,6,LEC,DHL 143,M,,W,,,,,"Masters, Kelli"
Fall 2016,10984,ART,437.801,Fine Art Seminar,3,LEC,WOLF 318,,T,,R,,,,"Noble, Jay"
Fall 2016,10985,PHL,231.101,Logic,3,LEC,HUM 128,M,,W,,F,,,"Johnson, Matthew"
Fall 2016,10986,NUR,341.501,Adults/Chronic Clin,0,CLN,HOS ,,T,,,,,,"Staff, "
Fall 2016,10987,SPE,200.101,Process/Procedures,3,LEC,LS 101,M,,W,,F,,,"Sutton, Kimberly"
Fall 2016,10988,ART,440.101,Senior Portfolio FA,1,LEC,WOLF 208,,,,,F,,,"Clay-Robison, Matthew"
Fall 2016,10989,NUR,341.502,Adults/Chronic Clin,0,CLN,HOS ,,T,,,,,,"Staff, "
Fall 2016,10990,ART,441.101,Senior Portfolio GD,1,LEC,WOLF 208,,,,,F,,,"Clay-Robison, Matthew"
Fall 2016,10991,NUR,341.503,Adults/Chronic Clin,0,CLN,HOS ,,T,,,,,,"Staff, "
Fall 2016,10992,THE,150.101,Movement for Stage,3,LEC,GC 261,M,,W,,F,,,"Mullen, Amy"
Fall 2016,10993,THE,205.101,Text Performance,3,LEC,PAC 261,M,,W,,F,,,"McGhee, James"
Fall 2016,10994,PHL,231.102,Logic,3,LEC,HUM 141,M,,W,,F,,,"Bradnick, David"
Fall 2016,10995,THE,225.101,Makeup for Theatre,3,LEC,PAC 266,,T,,R,,,,"Staff, "
Fall 2016,10996,SPE,200.102,Process/Procedures,3,LEC,LS 101,M,,W,,F,,,"Sutton, Kimberly"
Fall 2016,10997,THE,254.101,Intro Theatre,3,LEC,PAC 261,M,,W,,F,,,"Staff, "
Fall 2016,10998,PHL,231.801,Logic,3,LEC,HUM 142,M,,,,,,,"Gorman, Benjamin"
Fall 2016,10999,THE,254.102,Intro Theatre,3,LEC,PAC 261,M,,W,,F,,,"McGhee, James"
Fall 2016,11000,PHL,235.101,Ancient/Early Mod,3,LEC,CH 304,,T,,R,,,,"Ciocco, Gary"
Fall 2016,11001,THE,254.103,Intro Theatre,3,LEC,PAC 261,M,,W,,F,,,"McGhee, James"
Fall 2016,11002,PHL,240.101,Environmentl Ethics,3,LEC,HUM 207,,T,,R,,,,"Sharif, Rafi"
Fall 2016,11003,THE,262.101,Acting,3,LEC,PAC 261,,T,,R,,,,"Delle, Suzanne"
Fall 2016,11004,SPE,250.801,Professnl/Partners,3,LEC,LS 142,,T,,,,,,"Renehan, Cynthia"
Fall 2016,11005,REL,265.101,World Religions,3,LEC,HUM 144,M,,W,,F,,,"Shusko, Christa"
Fall 2016,11006,THE,320.101,Scene Design,3,LEC,PAC 273,,T,,R,,,,"Werner, Seth"
Fall 2016,11007,REL,265.102,World Religions,3,LEC,HUM 144,M,,W,,F,,,"Shusko, Christa"
Fall 2016,11008,SPE,264.101,Educational Assmnt,3,LEC,LS 142,M,,W,,F,,,"Dammann, Stacey"
Fall 2016,11009,THE,351.801,Theatre Pract II,1,PRA,PAC 261,,,,R,,,,"Werner, Seth"
Fall 2016,11010,REL,265.103,World Religions,3,LEC,HUM 129,M,,W,,F,,,"Layman, David"
Fall 2016,11011,REL,265.104,World Religions,3,LEC,HUM 144,,T,,R,,,,"Rodkey, Christopher"
Fall 2016,11012,THE,352.801,Theatre Pract III,1,PRA,PAC 261,,,,R,,,,"Werner, Seth"
Fall 2016,11013,REL,275.101,Trad/Cult Chrstnty,3,LEC,HUM 207,M,,W,,F,,,"Shusko, Christa"
Fall 2016,11014,THE,353.801,Theatre Pract IV,1,PRA,PAC 261,,,,R,,,,"Werner, Seth"
Fall 2016,11015,REL,368.101,Rel/Society/Cult,3,LEC,HUM 143,,T,,R,,,,"Shusko, Christa"
Fall 2016,11016,RUS,101.101,Elem Russian I,3,LEC,HUM 204,M,,W,,F,,,"Kostyleff, Valery"
Fall 2016,11017,SPN,101.101,Elem Spanish I,3,LEC,CH 302,M,,W,,F,,,"Feistritzer, Ileana"
Fall 2016,11018,SPE,264.102,Educational Assmnt,3,LEC,LS 142,M,,W,,F,,,"Dammann, Stacey"
Fall 2016,11019,SPN,101.102,Elem Spanish I,3,LEC,CH 302,M,,W,,F,,,"Feistritzer, Ileana"
Fall 2016,11020,THE,360.101,Hist of Theatre I,3,LEC,WOLF 405,,T,,R,,,,"McGhee, James"
Fall 2016,11021,SPN,101.103,Elem Spanish I,3,LEC,HUM 207,M,,W,,F,,,"Jones, Bryan"
Fall 2016,11022,THE,430.101,Devised Theatre,3,LEC,PAC 261,M,,W,,,,,"Delle, Suzanne"
Fall 2016,11023,SPE,300.801,Eff Instruct Method,3,LEC,LS 128,,T,,,,,,"Hamme, Robin"
Fall 2016,11024,THE,350.801,Theatre Pract I,1,PRA,PAC 261,,,,R,,,,"Werner, Seth"
Fall 2016,11025,SPN,101.104,Elem Spanish I,3,LEC,HUM 204,,T,,R,,,,"Murr, Paul"
Fall 2016,11026,SPN,101.801,Elem Spanish I,3,LEC,HUM 204,M,,W,,,,,"Benedict, Margaret"
Fall 2016,11027,SPN,102.101,Elem Spanish II,3,LEC,HUM 230,M,,W,,F,,,"Jones, Bryan"
Fall 2016,11028,SPN,102.102,Elem Spanish II,3,LEC,HUM 206,M,,W,,F,,,"Feistritzer, Ileana"
Fall 2016,11029,SPE,300.802,Eff Instruct Method,3,LEC,LS 126,,,W,,,,,"Ludwig, Michelle"
Fall 2016,11030,SPN,102.103,Elem Spanish II,3,LEC,HUM 204,,T,,R,,,,"Murr, Paul"
Fall 2016,11031,SPN,102.104,Elem Spanish II,3,LEC,HUM 140,,T,,R,,,,"Del Castillo-Zerbe, Carmen"
Fall 2016,11032,SPE,301.101,Literacy Dev/Instrc,3,LEC,LS 142,,T,,R,,,,"Dammann, Stacey"
Fall 2016,11033,SPN,107.801,Spanish/Health Fld,3,LEC,CH 232,M,,W,,,,,"Perago, Stephanie"
Fall 2016,11034,SPN,201.101,Inter Spanish I,3,LEC,HUM 228,M,,W,,F,,,"Doutrich, Cynthia"
Fall 2016,11035,SPE,301.102,Literacy Dev/Instrc,3,LEC,LS 142,,T,,R,,,,"Dammann, Stacey"
Fall 2016,11036,NUR,341.504,Adults/Chronic Clin,0,CLN,HOS ,,,,R,,,,"Staff, "
Fall 2016,11037,SPE,303.101,EBI: High Incidence,3,LEC,LS 101,M,,W,,F,,,"Sutton, Kimberly"
Fall 2016,11038,NUR,341.505,Adults/Chronic Clin,0,CLN,HOS ,,,,R,,,,"Staff, "
Fall 2016,11039,SPE,370.801,Asstv/Augmnt Tech,3,LEC,LS 101,,,,R,,,,"Sutton, Kimberly"
Fall 2016,11040,CM,104.101,Human Communicatn,3,LEC,WOLF 302,M,,W,,F,,,"Yohe, Stephen"
Fall 2016,11041,NUR,341.506,Adults/Chronic Clin,0,CLN,HOS ,,,,,F,,,"Staff, "
Fall 2016,11042,CM,104.102,Human Communicatn,3,LEC,WOLF 314,M,,W,,F,,,"Jenkins, Adam"
Fall 2016,11043,CM,104.103,Human Communicatn,3,LEC,WOLF 314,M,,W,,F,,,"Jenkins, Adam"
Fall 2016,11044,CM,104.104,Human Communicatn,3,LEC,WOLF 314,M,,W,,F,,,"Jenkins, Adam"
Fall 2016,11045,NUR,341.507,Adults/Chronic Clin,0,CLN,HOS ,,,,,F,,,"Staff, "
Fall 2016,11046,CM,104.105,Human Communicatn,3,LEC,WOLF 314,,T,,R,,,,"Benton, Marc"
Fall 2016,11047,SPE,375.101,Positive Beh Supprt,3,LEC,LS 127,,T,,R,,,,"Sutton, Kimberly"
Fall 2016,11048,CM,104.106,Human Communicatn,3,LEC,WOLF 314,,T,,R,,,,"Benton, Marc"
Fall 2016,11049,NUR,341.508,Adults/Chronic Clin,0,CLN,HOS ,,,,,F,,,"Staff, "
Fall 2016,11051,SPN,201.102,Inter Spanish I,3,LEC,HUM 145,M,,W,,F,,,"Abudu, Gabriel"
Fall 2016,11052,CM,104.801,Human Communicatn,3,LEC,WOLF 314,,T,,R,,,,"Benton, Marc"
Fall 2016,11053,NUR,341.509,Adults/Chronic Clin,0,CLN,HOS ,,,,,F,,,"Staff, "
Fall 2016,11054,SPN,201.103,Inter Spanish I,3,LEC,HUM 145,M,,W,,F,,,"Abudu, Gabriel"
Fall 2016,11055,CM,104.802,Human Communicatn,3,LEC,HUM 127,M,,,,,,,"Feeser, Matthew"
Fall 2016,11056,SPN,201.104,Inter Spanish I,3,LEC,HUM 204,,T,,R,,,,"Del Castillo-Zerbe, Carmen"
Fall 2016,11057,SPE,495.101,Student Teaching,10,PRA,SCHOOL DIST,,,,,,,,"Glusco, Amy"
Fall 2016,11058,CM,104.803,Human Communicatn,3,LEC,HUM 129,,T,,,,,,"Schwienteck, Katie"
Fall 2016,11060,CM,120.101,Broadcast Perform I,3,LEC,WOLF 304,M,,W,,,,,"Briggs, Lowell"
Fall 2016,11062,CM,120.102,Broadcast Perform I,3,LEC,WOLF 304,,T,,R,,,,"Briggs, Lowell"
Fall 2016,11063,SPN,202.101,Inter Spanish II,3,LEC,HUM 228,M,,W,,F,,,"Doutrich, Cynthia"
Fall 2016,11064,CM,132.101,Radio Practicum I,1,PRA,STU 311,,T,,,,,,"Schiffman, Jeffrey"
Fall 2016,11065,SPN,202.102,Inter Spanish II,3,LEC,HUM 228,,T,,R,,,,"Doutrich, Cynthia"
Fall 2016,11066,CM,133.101,Radio Practicum II,1,PRA,STU 311,,T,,,,,,"Schiffman, Jeffrey"
Fall 2016,11067,CM,134.101,Radio Practicum III,1,PRA,STU 311,,,,R,,,,"Schiffman, Jeffrey"
Fall 2016,11068,CM,135.101,Radio Practicum IV,1,PRA,STU 311,,,,R,,,,"Schiffman, Jeffrey"
Fall 2016,11069,CM,150.801,Beg Sign Language,1,LEC,WOLF 405,,T,,,,,,"Himmelberger, Jeannie"
Fall 2016,11070,CM,206.101,Communicatn Theory,3,LEC,WOLF 405,M,,W,,F,,,"Furio, Brian"
Fall 2016,11071,CM,211.801,Mass Communication,3,LEC,WOLF 302,M,,W,,,,,"Schiffman, Jeffrey"
Fall 2016,11072,CM,212.101,Public Speaking,3,LEC,WOLF 405,M,,W,,F,,,"Furio, Brian"
Fall 2016,11073,CM,221.101,Intro Public Relatns,3,LEC,WOLF 405,,T,,R,,,,"Smith, Elizabeth"
Fall 2016,11074,CM,221.801,Intro Public Relatns,3,LEC,WOLF 405,,T,,,,,,"Myers, Josette"
Fall 2016,11075,CM,225.101,Intro New Media,3,LEC,WOLF 302,,T,,R,,,,"Roberts, Jason"
Fall 2016,11077,NUR,350.101,Womens' Health,3,LEC,DHL 145,M,,W,,,,,"Hollenbach, Pamela"
Fall 2016,11078,SPN,205.101,Inter Spanish Conv,3,LEC,HUM 20,,T,,R,,,,"Abudu, Gabriel"
Fall 2016,11079,SPN,206.101,Rdg Stratgs/Spanish,3,LEC,HUM 228,M,,W,,F,,,"Doutrich, Cynthia"
Fall 2016,11080,SPN,315.101,Intro Lit Spain,3,LEC,HUM 145,,T,,R,,,,"Abudu, Gabriel"
Fall 2016,11081,SPN,420.101,Adv Spanish Grammar,3,LEC,HUM 228,,T,,R,,,,"Doutrich, Cynthia"
Fall 2016,11082,WRT,103.101,Writing Studio,1,LEC,WOLF 302,,T,,,,,,"Mutzabaugh, Elizabeth"
Fall 2016,11083,WRT,103.102,Writing Studio,1,LEC,WOLF 302,,,,R,,,,"Mutzabaugh, Elizabeth"
Fall 2016,11084,WRT,280.101,Research Methods,3,LEC,HUM 9,,T,,R,,,,"Cope, Emily"
Fall 2016,11085,NUR,351.501,Womens' Health Clin,0,CLN,HOS ,M,,,,,,,"Staff, "
Fall 2016,11086,WRT,290.101,Tchng/Tutor Wrtng I,3,LEC,HUM 16,,T,,R,,,,"Follett, Jennifer"
Fall 2016,11087,WRT,305.101,Rhetorical Theory,3,LEC,HUM 130,M,,W,,F,,,"Carsey, Kerrie"
Fall 2016,11088,NUR,351.502,Womens' Health Clin,0,CLN,HOS ,,T,,,,,,"Staff, "
Fall 2016,11089,NUR,351.503,Womens' Health Clin,0,CLN,HOS ,,,W,,,,,"Staff, "
Fall 2016,11090,NUR,351.504,Womens' Health Clin,0,CLN,HOS ,,,,R,,,,"Staff, "
Fall 2016,11091,WRT,305.102,Rhetorical Theory,3,LEC,HUM 20,M,,W,,F,,,"Smith, Erec"
Fall 2016,11092,NUR,351.505,Womens' Health Clin,0,CLN,HOS ,,,,,F,,,"Staff, "
Fall 2016,11093,WRT,315.101,Advanced Compositn,3,LEC,CH 229,M,,W,,F,,,"Cutrufello, Gabriel"
Fall 2016,11094,NUR,352.101,Child/Acute Health,3,LEC,DHL 145,M,,W,,,,,"Taylor, Janis"
Fall 2016,11095,WRT,320.101,Digital Writing,3,LEC,HUM 9,,T,,R,,,,"Mirasol, Madeline"
Fall 2016,11096,WRT,320.102,Digital Writing,3,LEC,HUM 9,,T,,R,,,,"Mirasol, Madeline"
Fall 2016,11097,WRT,450.101,Experntl Learning,3,INT,HUM 140,,T,,R,,,,"Smith, Erec"
Fall 2016,11098,CM,226.101,Audio Productn,3,LEC,WOLF 302,,T,,R,,,,"Schiffman, Jeffrey"
Fall 2016,11099,CM,226.801,Audio Productn,3,LEC,WOLF 302,,T,,R,,,,"Schiffman, Jeffrey"
Fall 2016,11100,CM,226.802,Audio Productn,3,LEC,WOLF 112,,T,,R,,,,"Young, Shawn"
Fall 2016,11101,CM,242.101,Video Prodctn I,4,LEC,WOLF 308,M,,W,,,,,"Mott, Robert"
Fall 2016,11102,CM,242.102,Video Prodctn I,4,LEC,WOLF 308,M,,W,,,,,"Mott, Robert"
Fall 2016,11103,CM,246.101,Comm/Business Prof,3,LEC,WOLF 405,M,,W,,F,,,"Furio, Brian"
Fall 2016,11104,CM,246.801,Comm/Business Prof,3,LEC,WOLF 314,M,,,,,,,"Breil, Lynne"
Fall 2016,11105,CM,271.101,Print Media Writing,3,LEC,WOLF 300,M,,W,,F,,,"Fisher, Scott"
Fall 2016,11106,CM,271.102,Print Media Writing,3,LEC,WOLF 300,,T,,R,,,,"Blanchard, Scott"
Fall 2016,11107,CM,321.101,Writing/Pub Relatns,3,LEC,WOLF 300,,T,,R,,,,"McBride, Kelly"
Fall 2016,11108,CM,321.102,Writing/Pub Relatns,3,LEC,WOLF 300,,T,,R,,,,"McBride, Kelly"
Fall 2016,11109,CM,322.101,Media Relations,3,LEC,WOLF 405,,T,,R,,,,"Briggs, Lowell"
Fall 2016,11110,CM,323.101,Publctn Edit/Design,3,LEC,WOLF 300,M,,W,,,,,"Patterson, Troy"
Fall 2016,11111,CM,324.801,Events/Promotions,3,LEC,WOLF 302,M,,,,,,,"Sheffer, Jennifer"
Fall 2016,11112,CM,327.101,Persuasion,3,LEC,WOLF 312,,T,,R,,,,"Furio, Brian"
Fall 2016,11113,CM,327.102,Persuasion,3,LEC,WOLF 405,,T,,R,,,,"Furio, Brian"
Fall 2016,11114,CM,330.101,Nonlinear Editing,3,LEC,WOLF 308,,T,,R,,,,"Mott, Robert"
Fall 2016,11115,CM,340.101,News Wrtng/Productn,3,LEC,WOLF 308,M,,,,,,,"Briggs, Lowell"
Fall 2016,11116,CM,341.101,Video Production II,4,LEC,WOLF 308,,T,,R,,,,"Mott, Robert"
Fall 2016,11117,CM,402.101,Communicatn Seminar,3,LEC,WOLF 312,,T,,R,,,,"Furio, Brian"
Fall 2016,11118,CM,410.801,Media Management,3,LEC,WOLF 405,,,W,,,,,"Castriota, Louis"
Fall 2016,11119,CM,415.101,Public Rel Planning,3,LEC,WOLF 300,M,,W,,F,,,"McBride, Kelly"
Fall 2016,11120,CM,421.101,PR Campaigns,3,LEC,WOLF 302,,T,,,,,,"McBride, Kelly"
Fall 2016,11121,CM,431.101,Adv Production,3,LEC,WOLF 308,,T,,R,,,,"Mott, Robert"
Fall 2016,11122,CM,434.801,Media Law/Ethics,3,LEC,WOLF 317,M,,,,,,,"Charisse, Marc"
Fall 2016,11123,CM,434.802,Media Law/Ethics,3,LEC,WOLF 317,,T,,,,,,"Kirsch, Jason"
Fall 2016,11124,MUS,1.101,Recital Attendance,0,PRA,WOLF 204,,,,,,,,"Muzzo, Grace"
Fall 2016,11125,MUS,2.101,Recital Attendance,0,PRA,WOLF 204,,,,,,,,"Muzzo, Grace"
Fall 2016,11126,MUS,3.101,Recital Attendance,0,PRA,WOLF 204,,,,,,,,"Muzzo, Grace"
Fall 2016,11127,MUS,4.101,Recital Attendance,0,PRA,WOLF 204,,,,,,,,"Muzzo, Grace"
Fall 2016,11128,MUS,5.101,Recital Attendance,0,PRA,WOLF 204,,,,,,,,"Muzzo, Grace"
Fall 2016,11129,MUS,6.101,Recital Attendance,0,PRA,WOLF 204,,,,,,,,"Muzzo, Grace"
Fall 2016,11130,MUS,101.101,Voice,0.5,LES,WOLF 324,,,,,,,,"Lippard, Erin"
Fall 2016,11131,MUS,101.102,Voice,0.5,LES,WOLF 206C,,,,,,,,"Muzzo, Grace"
Fall 2016,11132,MUS,101.103,Voice,0.5,LES,WOLF 323,,,,,,,,"Poff, Megan"
Fall 2016,11133,MUS,101.104,Voice,0.5,LES,WOLF 321,,,,,,,,"Woodfield, Randal"
Fall 2016,11134,MUS,101.105,Voice,0.5,LES,WOLF 321,,,,,,,,"Altman-Kopko, Sarah"
Fall 2016,11135,MUS,103.101,Piano,0.5,LES,WOLF 206D,,,,,,,,"Osowski, Kenneth"
Fall 2016,11136,MUS,103.102,Piano,0.5,LES,WOLF 321,,,,,,,,"Knisely, Carole"
Fall 2016,11137,MUS,103.103,Piano,0.5,LES,WOLF 321,,,,,,,,"Nielsen, Lois"
Fall 2016,11138,MUS,103.104,Piano,0.5,LES,WOLF 108,,,,,,,,"Yoder, Randall"
Fall 2016,11139,MUS,103.105,Piano,0.5,LES,WOLF 324,,,,,,,,"Kates, Christine"
Fall 2016,11140,NUR,353.501,Child/Acute Clinical,0,CLN,HOS ,M,,,,,,,"Staff, "
Fall 2016,11141,NUR,353.502,Child/Acute Clinical,0,CLN,HOS ,,T,,,,,,"Staff, "
Fall 2016,11142,MUS,103.106,Piano,0.5,LES,WOLF 321,,,,,,,,"Dekker-Elicker, Gretchen"
Fall 2016,11143,NUR,353.503,Child/Acute Clinical,0,CLN,HOS ,,,W,,,,,"Staff, "
Fall 2016,11144,NUR,353.504,Child/Acute Clinical,0,CLN,HOS ,,,,R,,,,"Staff, "
Fall 2016,11145,MUS,103.107,Piano,0.5,LES,WOLF 324,,,,,,,,"Beachley, Laine"
Fall 2016,11146,MUS,105.101,Organ,0.5,LES,WOLF 101I,,,,,,,,"Kates, Christine"
Fall 2016,11147,NUR,353.505,Child/Acute Clinical,0,CLN,HOS ,,,,,F,,,"Staff, "
Fall 2016,11148,MUS,107.101,Harpsichord,0.5,LES,WOLF 324,,,,,,,,"Dekker-Elicker, Gretchen"
Fall 2016,11149,MUS,108.101,Violin,0.5,LES,WOLF 324,,,,,,,,"Herrera, Jennifer"
Fall 2016,11150,NUR,386.801,Stress Management,3,LEC,DHL 124,,T,,,,,,"Haagen, Brigitte"
Fall 2016,11151,MUS,110.101,Viola,0.5,LES,WOLF 324,,,,,,,,"Herrera, Jennifer"
Fall 2016,11152,MUS,112.101,Cello,0.5,LES,WOLF 108,,,,,,,,"Levi, Zachary"
Fall 2016,11153,MUS,112.102,Cello,0.5,LES,WOLF 108,,,,,,,,"Kauffman, Rachel"
Fall 2016,11154,MUS,114.101,Double Bass,0.5,LES,WOLF 108,,,,,,,,"Krauss, Brian"
Fall 2016,11155,MUS,116.101,Trumpet,0.5,LES,WOLF 108,,,,,,,,"Cresci, Jonathan"
Fall 2016,11156,MUS,116.102,Trumpet,0.5,LES,WOLF 108,,,,,,,,"Colonna, James"
Fall 2016,11157,MUS,118.101,French Horn,0.5,LES,WOLF 325,,,,,,,,"Houde, Andrew"
Fall 2016,11158,MUS,120.101,Trombone,0.5,LES,WOLF 321,,,,,,,,"Moyer, Jon"
Fall 2016,11159,MUS,122.101,Baritone,0.5,LES,WOLF 321,,,,,,,,"Moyer, Jon"
Fall 2016,11160,MUS,124.101,Tuba,0.5,LES,WOLF 321,,,,,,,,"Moyer, Jon"
Fall 2016,11161,MUS,126.101,Flute,0.5,LES,WOLF 322,,,,,,,,"Kosack, Alicia"
Fall 2016,11162,MUS,128.101,Clarinet,0.5,LES,WOLF 322,,,,,,,,"Loy, Susan"
Fall 2016,11163,MUS,128.102,Clarinet,0.5,LES,WOLF 322,,,,,,,,"Lippard, Michael"
Fall 2016,11164,MUS,130.101,Saxophone,0.5,LES,WOLF 322,,,,,,,,"Loy, Susan"
Fall 2016,11165,MUS,132.101,Oboe,0.5,LES,WOLF 322,,,,,,,,"Myers, Kirstin"
Fall 2016,11166,MUS,134.101,Bassoon,0.5,LES,WOLF 322,,,,,,,,"Buchar Nolet, Kimberly"
Fall 2016,11167,MUS,136.101,Percussion,0.5,LES,WOLF 101A,,,,,,,,"Meckley, Rod"
Fall 2016,11168,MUS,136.102,Percussion,0.5,LES,WOLF 101A,,,,,,,,"Godbole, Malavika"
Fall 2016,11169,MUS,138.101,Guitar,0.5,LES,WOLF 325,,,,,,,,"Fogleman, Matthew"
Fall 2016,11170,MUS,138.102,Guitar,0.5,LES,WOLF 325,,,,,,,,"Druck, William"
Fall 2016,11171,MUS,138.103,Guitar,0.5,LES,WOLF 108,,,,,,,,"Krauss, Brian"
Fall 2016,11172,MUS,140.101,Piano Class,0.5,LES,WOLF 100,,T,,R,,,,"Kates, Christine"
Fall 2016,11173,MUS,142.101,App Improvisation,0.5,LES,WOLF 101A,,,,,,,,"Stabley, Jeffrey"
Fall 2016,11174,MUS,142.102,App Improvisation,0.5,LES,WOLF 108,,,,,,,,"Protopapas, John"
Fall 2016,11175,MUS,148.801,Guitar Class,1,LEC,WOLF 104,M,,,,,,,"Fogleman, Matthew"
Fall 2016,11176,MUS,150.101,YC Chorale,1,LEC,WOLF 114,M,,W,,F,,,"Muzzo, Grace"
Fall 2016,11177,MUS,250.101,YC Chorale,1,LEC,WOLF 114,M,,W,,F,,,"Muzzo, Grace"
Fall 2016,11178,NUR,400.101,Community Health,7,LEC,DHL 124,M,,W,,,,,"Bucher, Julia"
Fall 2016,11179,MUS,350.101,YC Chorale,1,LEC,WOLF 114,M,,W,,F,,,"Muzzo, Grace"
Fall 2016,11180,MUS,450.101,YC Chorale,1,LEC,WOLF 114,M,,W,,F,,,"Muzzo, Grace"
Fall 2016,11181,MUS,152.101,Chamber Singers,1,LEC,WOLF 114,M,,W,,F,,,"Muzzo, Grace"
Fall 2016,11182,NUR,400.102,Community Health,7,LEC,DHL 124,,,W,,F,,,"Bucher, Julia"
Fall 2016,11183,MUS,252.101,Chamber Singers,1,LEC,WOLF 114,M,,W,,F,,,"Muzzo, Grace"
Fall 2016,11184,MUS,352.101,Chamber Singers,1,LEC,WOLF 114,M,,W,,F,,,"Muzzo, Grace"
Fall 2016,11185,MUS,452.101,Chamber Singers,1,LEC,WOLF 114,M,,W,,F,,,"Muzzo, Grace"
Fall 2016,11186,NUR,401.501,Comm Health Clinical,0,CLN,COMM ,,T,,,,,,"Staff, "
Fall 2016,11187,MUS,154.101,Opera/Musc Theatr,1,LEC,WOLF 204,,T,,R,,,,"Lippard, Erin"
Fall 2016,11188,MUS,254.101,Opera/Musc Theatr,1,LEC,WOLF 204,,T,,R,,,,"Lippard, Erin"
Fall 2016,11189,MUS,354.101,Opera/Musc Theatr,1,LEC,WOLF 204,,T,,R,,,,"Lippard, Erin"
Fall 2016,11190,MUS,454.101,Opera/Musc Theatr,1,LEC,WOLF 204,,T,,R,,,,"Lippard, Erin"
Fall 2016,11191,NUR,401.502,Comm Health Clinical,0,CLN,COMM ,,,,R,,,,"Bucher, Julia"
Fall 2016,11192,MUS,158.801,YC Women's Ensemble,1,LEC,WOLF 114,,,W,,,,,"Kates, Christine"
Fall 2016,11193,MUS,258.801,YC Women's Ensemble,1,LEC,WOLF 114,,,W,,,,,"Kates, Christine"
Fall 2016,11194,MUS,358.801,YC Women's Ensemble,1,LEC,WOLF 114,,,W,,,,,"Kates, Christine"
Fall 2016,11195,NUR,422.101,Psyc/Mental Health,5,LEC,DHL 124,M,,,,,,,"Haagen, Brigitte"
Fall 2016,11196,MUS,458.801,YC Women's Ensemble,1,LEC,WOLF 114,,,W,,,,,"Kates, Christine"
Fall 2016,11197,MUS,160.101,Wind Symphony,1,LEC,WOLF 114,M,,W,,,,,"Colonna, James"
Fall 2016,11198,NUR,422.102,Psyc/Mental Health,5,LEC,DHL 144,,,W,,,,,"Haagen, Brigitte"
Fall 2016,11199,MUS,260.101,Wind Symphony,1,LEC,WOLF 114,M,,W,,,,,"Colonna, James"
Fall 2016,11200,NUR,423.501,Psy/Mental Clinical,0,CLN,HOS ,M,,,,,,,"Staff, "
